t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
101.0,0.0,4.453153391137285,451.0104502247689,77568.0,0.6524590163934426,0.6482084690553745,202.0,3.747710800366085
102.0,0.0,4.434040539387064,453.5338198101922,78336.0,0.6489071038251366,0.6438653637350705,204.0,3.7544995397862575
103.0,0.0,4.415690245415721,456.09837074544635,79104.0,0.6442622950819672,0.6384364820846905,206.0,3.7613706749617424
104.0,0.0,4.398096921222303,458.70578886879264,79872.0,0.6426229508196721,0.6351791530944625,208.0,3.768315496226077
105.0,0.0,4.381254697263762,461.35769755659726,80640.0,0.6415300546448087,0.6373507057546145,210.0,3.775341665680918
106.0,0.0,4.36515734559659,464.05565970987993,81408.0,0.6390710382513661,0.6297502714440825,212.0,3.782444982575033
107.0,0.0,4.349798475773351,466.8012141056173,82176.0,0.6377049180327868,0.6275787187839305,214.0,3.7896244479155454
108.0,0.0,4.335171565529778,469.59584404881457,82944.0,0.6349726775956284,0.6254071661237784,216.0,3.796881876675707
109.0,0.0,4.321269869946189,472.4409875994546,83712.0,0.6333333333333333,0.6210640608034745,218.0,3.804211309316895
110.0,0.0,4.308086397575451,475.33801986714457,84480.0,0.6297814207650273,0.6178067318132465,220.0,3.8116143839153582
111.0,0.0,4.295614029759253,478.2882947394096,85248.0,0.6275956284153006,0.6167209554831705,222.0,3.819092488759323
112.0,0.0,4.283845637875091,481.2931281446107,86016.0,0.6265027322404372,0.6145494028230185,224.0,3.826646745363485
113.0,0.0,4.272773818826621,484.35375491020557,86784.0,0.6254098360655738,0.6134636264929425,226.0,3.8342700409133696
114.0,0.0,4.262391039937149,487.4714021954644,87552.0,0.6256830601092896,0.6112920738327905,228.0,3.8419714080328755
115.0,0.0,4.252689657163652,490.6472189521754,88320.0,0.6248633879781421,0.6102062975027145,230.0,3.8497400707493385
116.0,0.0,4.243662024699345,493.88237077807275,89088.0,0.6248633879781421,0.6102062975027145,232.0,3.8575883983030628
117.0,0.0,4.235300422457006,497.1779280768667,89856.0,0.6237704918032787,0.6091205211726385,234.0,3.8655027456221704
118.0,0.0,4.2275971105117005,500.53499000389456,90624.0,0.6243169398907104,0.6080347448425625,236.0,3.873491040725949
119.0,0.0,4.220544355093205,503.95456650828817,91392.0,0.6237704918032787,0.6091205211726385,238.0,3.8815527495736144
120.0,0.0,4.214134142308188,507.4376276456769,92160.0,0.6237704918032787,0.6091205211726385,240.0,3.8896828461483706
121.0,0.0,4.2083585370709375,510.98513832548997,92928.0,0.6234972677595628,0.6091205211726385,242.0,3.8978826819028214
122.0,0.0,4.203209611889743,514.5980069756072,93696.0,0.6240437158469946,0.6091205211726385,244.0,3.9061509070238705
