t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
140.0,0.0,3.8868976529779617,545.3775584247142,107520.0,0.6530054644808743,0.6362649294245385,280.0,3.5469680471014478
141.0,0.0,3.876646749401512,547.8368249065122,108288.0,0.651912568306011,0.6351791530944625,282.0,3.5516794470669564
142.0,0.0,3.866792791286185,550.3323278187643,109056.0,0.6530054644808743,0.6351791530944625,284.0,3.556455261633543
143.0,0.0,3.8573325635945963,552.8647853692903,109824.0,0.6513661202185792,0.6308360477741585,286.0,3.5612925885359616
144.0,0.0,3.848262852743572,555.4349162208584,110592.0,0.65,0.6319218241042345,288.0,3.566192602677197
145.0,0.0,3.8395803414295244,558.0433827937036,111360.0,0.6478142076502732,0.6308360477741585,290.0,3.5711635663274977
146.0,0.0,3.8312817784547013,560.6908965150692,112128.0,0.6461748633879781,0.6286644951140065,292.0,3.5762024843016915
147.0,0.0,3.823363972035013,563.3781112632246,112896.0,0.644808743169399,0.6254071661237784,294.0,3.58130825790141
148.0,0.0,3.815823519427219,566.1056504872322,113664.0,0.6431693989071038,0.6232356134636265,296.0,3.5864746620964447
149.0,0.0,3.808657033554823,568.8741455121051,114432.0,0.6415300546448087,0.6232356134636265,298.0,3.5917114910534247
150.0,0.0,3.8018612908711655,571.6842417492446,115200.0,0.6407103825136612,0.6167209554831705,300.0,3.5970060416652743
151.0,0.0,3.7954328745736112,574.536486371986,115968.0,0.6377049180327868,0.6134636264929425,302.0,3.6023625142366633
152.0,0.0,3.7893683600520016,577.4314950838225,116736.0,0.6371584699453552,0.6123778501628665,304.0,3.6077947384674216
153.0,0.0,3.7836643611240888,580.3697994201486,117504.0,0.635792349726776,0.6102062975027145,306.0,3.613284473020151
154.0,0.0,3.7783171937735403,583.3518962621017,118272.0,0.6360655737704918,0.6112920738327905,308.0,3.6188279528085037
155.0,0.0,3.773323389488466,586.3783544793228,119040.0,0.6333333333333333,0.6102062975027145,310.0,3.624437904939341
156.0,0.0,3.7686794886747497,589.4496459871991,119808.0,0.6330601092896175,0.6102062975027145,312.0,3.6301050793834095
157.0,0.0,3.764382215690399,592.5663697395862,120576.0,0.6303278688524591,0.6058631921824105,314.0,3.635848908400225
158.0,0.0,3.760428330634881,595.7289827410361,121344.0,0.6286885245901639,0.6080347448425625,316.0,3.641649312849348
159.0,0.0,3.7568143389894275,598.9379770576018,122112.0,0.6284153005464481,0.6069489685124865,318.0,3.647509985385112
160.0,0.0,3.753536782370567,602.1937933009797,122880.0,0.6275956284153006,0.6047774158523345,320.0,3.65344103733416
161.0,0.0,3.7505919925747118,605.4968283080775,123648.0,0.6259562841530054,0.6047774158523345,322.0,3.6594172303262096
