t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
0.0,0.0,4.176120939380953,4.176120939380953,0.0,0.3882513661202186,0.4147665580890337,0.0,3.4374365539589493
1.0,0.0,12.483821011556152,16.6154001443504,0.0,0.3882513661202186,0.4147665580890337,2.0,3.432947893986599
2.0,0.0,10.351244535130881,24.78957799617313,480.0,0.3882513661202186,0.4147665580890337,4.0,3.4285331032024673
3.0,0.0,9.610730618745281,32.87480571629856,960.0,0.3882513661202186,0.4147665580890337,6.0,3.4241838275131182
4.0,0.0,9.218242368896524,40.87113323487363,1440.0,0.3882513661202186,0.4147665580890337,8.0,3.4199086508003944
5.0,0.0,8.964986623474426,48.77873299987062,1920.0,0.3882513661202186,0.4147665580890337,10.0,3.4157016730056307
6.0,0.0,8.781371576615921,56.597725919520435,2400.0,0.3882513661202186,0.4147665580890337,12.0,3.4115636173968027
7.0,0.0,8.637564619950739,64.3281787597899,2880.0,0.3882513661202186,0.4147665580890337,14.0,3.4074902328774446
8.0,0.0,8.518650116140122,71.97022309845205,3360.0,0.3882513661202186,0.4147665580890337,16.0,3.403488647152433
9.0,0.0,8.416338908806758,79.52387726006957,3840.0,0.3882513661202186,0.4147665580890337,18.0,3.399559913990546
10.0,0.0,8.325663155433878,86.989385848608,4320.0,0.3882513661202186,0.4147665580890337,20.0,3.395703019552721
11.0,0.0,8.243465689033842,94.36685931013655,4800.0,0.3882513661202186,0.4147665580890337,22.0,3.391920058459574
12.0,0.0,8.167636681304009,101.65642104115965,5280.0,0.3882513661202186,0.4147665580890337,24.0,3.3882088834758233
13.0,0.0,8.09672062779891,108.85831528161201,5760.0,0.3882513661202186,0.4147665580890337,26.0,3.3845721814717433
14.0,0.0,8.02967556718505,115.97260059956942,6240.0,0.3882513661202186,0.4147665580890337,28.0,3.381005101016168
15.0,0.0,7.965735209341345,122.99945568067092,6720.0,0.3882513661202186,0.4147665580890337,30.0,3.3775114312418406
16.0,0.0,7.904329852198788,129.93909958969027,7200.0,0.3882513661202186,0.4147665580890337,32.0,3.374092207618007
17.0,0.0,7.845023051173151,136.7916841501969,7680.0,0.3882513661202186,0.4147665580890337,34.0,3.3707446543609487
18.0,0.0,7.787467172606467,143.55713406363594,8160.0,0.3882513661202186,0.4147665580890337,36.0,3.3674678624303853
19.0,0.0,7.731392185969554,150.2357690032071,8640.0,0.3882513661202186,0.4147665580890337,38.0,3.364263401432519
20.0,0.0,7.676588215707153,156.827759625079,9120.0,0.3882513661202186,0.4147665580890337,40.0,3.3611411411814354
21.0,0.0,7.622883174933528,163.33333372212917,9600.0,0.3882513661202186,0.4147665580890337,42.0,3.358083303034995
22.0,0.0,7.570138246857372,169.7527491395952,10080.0,0.3882513661202186,0.4147665580890337,44.0,3.3551047643007452
23.0,0.0,7.518234461054375,176.08603606890603,10560.0,0.3882513661202186,0.4147665580890337,46.0,3.3522013651326796
24.0,0.0,7.467073944542951,182.33351326915562,11040.0,0.3882513661202186,0.4147665580890337,48.0,3.3493724631618638
25.0,0.0,7.416577048101426,188.49533913591569,11520.0,0.3882513661202186,0.4147665580890337,50.0,3.3466143932485983
26.0,0.0,7.366672199748269,194.57161525099428,12000.0,0.3882513661202186,0.4147665580890337,52.0,3.343925324737509
27.0,0.0,7.317301147872449,200.56264673411795,12480.0,0.3882513661202186,0.4147665580890337,54.0,3.341314092871068
28.0,0.0,7.268417166364649,206.46871458230237,12960.0,0.3882513661202186,0.4147665580890337,56.0,3.33878821975567
29.0,0.0,7.21997999040494,212.29012486118415,13440.0,0.3882513661202186,0.4147665580890337,58.0,3.3363321625104856
30.0,0.0,7.1719535360766375,218.02708730341408,13920.0,0.3882513661202186,0.4147665580890337,60.0,3.3339489977471644
